id,name,energy,protein,carbohydrate,fat,unit_price,api_id,category_id,waste_percentage,is_active,user_id,created_at,updated_at,supplier_id,is_piece_based,piece_weight,piece_name
20c8c0c4-ff08-4c1c-b73f-6f48d7d3f377,MAHLEP,0.00,0.00,0.00,0.00,990.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:17:07.92884+00,2026-03-16 10:17:07.928841+00,,false,,KG
223f9fb1-ca09-479c-a90c-24f430cbcd37,KAPYA BİBER,0.00,0.00,0.00,0.00,130.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:15:10.099854+00,2026-03-16 10:15:10.099854+00,,false,,KG
23e32711-38c2-4418-8f11-8acc3a050990,SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,0.00,0.00,0.00,0.00,54.46,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:19:15.247622+00,2026-03-16 10:19:15.247622+00,,false,,KG
257c4dae-f866-4587-b726-685b0420c5f2,CAPPY KRSIK SLEEK KUTU330ML VIS,0.00,0.00,0.00,0.00,321.82,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:13:49.125149+00,2026-03-16 10:13:49.125149+00,,false,,KG
25a59abf-1acd-40b8-bb61-245625a3d559,CAPPY VISNELI TET-200 LEAF VIS,0.00,0.00,0.00,0.00,220.91,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:13:53.036828+00,2026-03-16 10:13:53.036829+00,,false,,KG
25f5ac48-a231-4555-9ba0-66c93c3126c1,PRİL,0.00,0.00,0.00,0.00,213.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:10:18.712377+00,2026-03-16 10:10:18.712377+00,,true,,Adet
26e98cce-ebb1-4164-abe1-fdc6690d70a4,GREEN BLUE CAJUN BAHARATI 1000GR,0.00,0.00,0.00,0.00,207.50,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:16:52.896923+00,2026-03-16 10:16:52.896924+00,,true,,Adet
2826d764-45ab-4cd7-ae91-c5bb9d8803d4,YEŞİL BİBER,0.00,0.00,0.00,0.00,120.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:15:24.130276+00,2026-03-16 10:15:24.130277+00,,false,,KG
28ebc2e2-15ff-490a-956d-da8761764c96,KARIŞTIRICI,0.00,0.00,0.00,0.00,56.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:17:01.001547+00,2026-03-16 10:17:01.001547+00,,true,,Adet
2a2f6f11-ae82-458b-a141-f81bbffb7f7a,SİYAH HASPET MUAYENE ELDİVENİ 100 LÜ*20 PK. LARGE,0.00,0.00,0.00,0.00,146.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:17:33.767043+00,2026-03-16 10:17:33.767043+00,,true,,Adet
2a4aa3c2-f2be-4167-bf92-a42a09b2efcd,KARTON KUMPİR 100'LÜ,0.00,0.00,0.00,0.00,4.29,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:17:02.519746+00,2026-03-16 10:17:02.519746+00,,true,,Adet
2ada938f-7af9-409b-8a90-d3ce1e08e5d8,ARBELLA BURGU MAKARNA 5 KG,0.00,0.00,0.00,0.00,37.80,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:16:30.486063+00,2026-03-16 10:16:30.486063+00,,false,,KG
2d020f86-5c37-4421-89e1-716f68254f45,ÇÖP TORBASI JUMBO 80*110 SİYAH,0.00,0.00,0.00,0.00,617.00,,99,0.00,true,00000000-0000-0000-0000-000000000000,2026-03-16 10:10:08.872128+00,2026-03-16 10:10:08.872128+00,,false,,KG
