Stok Kodu,Stok Adı,Grubu,Birimi,MUTLULUK KAHVELERİ,ÇINARLI,AYAKÜSTÜ,MatchedIngredientName,MatchedPrice,SimScore,NeedsReview
ST00038,PATSO,AYAKÜSTÜ KONAK MENÜ,Adet,"0,00","0,00","100,00",PATATES,35.0,66,1
ST00159,SOSİSLİ PATAT,AYAKÜSTÜ KONAK MENÜ,ADET,"0,00","0,00","140,00",PATATES,35.0,60,1
ST00160,KALEM BÖREĞİ SEPETİ,AYAKÜSTÜ KONAK MENÜ,ADET,"120,00","0,00","120,00",BERRAK KÖZLENMİŞ PATLICAN  3 KG,309.0,48,1
ST00161,İLAVE ÜRÜN KALEM BÖREĞİ,AYAKÜSTÜ KONAK MENÜ,ADET,"25,00","0,00","25,00",BIOGURME / FLENE %20 YAĞLI KREMA 1LT,96.0,42,1
ST00162,İLAVE ÜRÜN ÇITIR TAVUK,AYAKÜSTÜ KONAK MENÜ,ADET,"30,00","0,00","30,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,40,1
ST00163,İLAVE ÜRÜN PATATES,AYAKÜSTÜ KONAK MENÜ,ADET,"30,00","0,00","30,00",PATATES,35.0,100,0
ST00164,İLAVE ÜRÜN BÜTÜN SOSİS,AYAKÜSTÜ KONAK MENÜ,ADET,"0,00","0,00","30,00",DAMLA SU OWB 330ML YENI SIS DYS,132.47,45,1
ST00416,BARDAK COOKİE*,AYAKÜSTÜ KONAK MENÜ,ADET,"35,00","0,00","0,00",7 OZ BARDAK,0.55,70,1
ST00417,HİNDİ FÜME SANDVİÇ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,56,1
ST00418,BEYAZ PEYNİRLİ SOĞUK SANDVİÇ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,50,1
ST00400,KIYMALI BÖREK,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KALIN BULGUR,29.8,56,1
ST00384,PÜRELİ ROSTO KÖFTE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,46,1
ST00402,PEYNİRLİ BÖREK,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,56,1
ST00253,KAHVALTI 1,ÇINARLI MENÜ,ADET,"0,00","300,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,46,1
ST00254,ETLİ TAZE FASULYE YEMEĞİ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,46,1
ST00255,GARNİTÜRLÜ PİRİNÇ PİLAVI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KARIŞTIRICI,56.0,45,1
ST00256,GARNİTÜR,ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",MANTAR,170.0,57,1
ST00257,SAKIZLI MUHALLEBİ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,46,1
ST00282,ELMALI KURABİYE,ÇINARLI MENÜ,ADET,"30,00","30,00","30,00",MIKROFIBER BEZ,26.0,48,1
ST00285,KAHVALTI 2,ÇINARLI MENÜ,ADET,"200,00","200,00","200,00",TUVALET KAĞIDI 72 Lİ,524.0,53,1
ST00310,ETLİ KURU FASÜLYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00","FAN POR. P2,5L 1X6 LYT'25 UTC",384.0,40,1
ST00311,PİRİNÇ PİLAVI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KARIŞTIRICI,56.0,50,1
ST00312,KALPLİ BEYAZ KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,51,1
ST00313,KALPLİ ÇİKOLATALI KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,43,1
ST00314,CEVİZLİ ÜZÜMLÜ KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,44,1
ST00315,FINDIKLI YUVARLAK KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,53,1
ST00316,PEYNİRLİ POĞAÇA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,44,1
ST00317,TUZLU KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,48,1
ST00318,KANEPE SOSU,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",DOMATES BEEF,80.0,43,1
ST00319,KÖZ BİBERLİ SOS,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,53,1
ST00320,HAYDARİ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",MANTAR,170.0,46,1
ST00321,SOSLU SOSİS,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",LOLOROSSO,90.0,40,1
ST00322,FINDIK (ÇEREZ),ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,47,1
ST00323,BADEM (ÇEREZ),ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",MİCROFİBER BEZ,38.4,48,1
ST00324,FISTIK (ÇEREZ),ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,43,1
ST00325,KAJU (ÇEREZ),ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",KAPYA BİBER,130.0,47,1
ST00326,ANTEP FISTIĞI (ÇEREZ),ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",KARIŞTIRICI,56.0,46,1
ST00327,DORİTOS TACO MEGA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,41,1
ST00328,LAYS KLASİK MEGA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00","SF PATATES KLASİK (9x9) 2,5 KG X 5",95.3,54,1
ST00238,FRAMBUAZLI PUDİNG,ÇINARLI MENÜ,ADET,"0,00","80,00","0,00",PINAR MAYONEZ 700 GR,66.0,43,1
ST00239,HAVUÇ TARÇIN CUPCAKE,ÇINARLI MENÜ,ADET,"0,00","60,00","0,00",HAVUÇ,50.0,100,0
ST00240,SADE NESCAFE,ÇINARLI MENÜ,ADET,"0,00","70,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,73,1
ST00241,ESPRESSO ,ÇINARLI MENÜ,ADET,"0,00","90,00","0,00",LOLOROSSO,90.0,47,1
ST00242,LATTE,ÇINARLI MENÜ,ADET,"0,00","80,00","0,00",PATATES,35.0,66,1
ST00243,CAPPUCCİNO,ÇINARLI MENÜ,ADET,"0,00","70,00","0,00",HAVUÇ,50.0,40,1
ST00244,SICAK ÇİKOLATA,ÇINARLI MENÜ,ADET,"0,00","80,00","0,00",DERECIK SIRKE 2 LT *9AD,41.0,48,1
ST00245,ÇİKOLATALI PUDİNG,ÇINARLI MENÜ,ADET,"0,00","80,00","0,00",LİMON LAMAS,110.0,42,1
ST00246,KAKAOLU CUPCAKE,ÇINARLI MENÜ,ADET,"0,00","60,00","0,00",KAPYA BİBER,130.0,38,1
ST00259,FIRINDA TAVUK BUT,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,42,1
ST00338,KOKTEYL KURU PASTA,ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,43,1
ST00339,YAPRAK SARMA,ÇINARLI MENÜ,KİLOGRAM,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,58,1
ST00340,MENÜ 2 ALKOLSÜZ (100 KİŞİ),ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,50,1
ST00341,MENÜ 3 ALKOLSÜZ ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",DAMLA SU OWB 330ML YENI SIS DYS,132.47,43,1
ST00333,RUS SALATASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,44,1
ST00334,MENÜ 1 ALKOLSÜZ (100 KİŞİ),ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,50,1
ST00346,MENÜ 1 ALKOLLÜ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,42,1
ST00347,MENÜ 1 ŞARAPLI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,45,1
ST00348,ÇİĞ KÖFTE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,57,1
ST00350,MENÜ 2 ALKOLLÜ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",OVA UN 25 KG.,719.0,46,1
ST00354,MENÜ 3 ALKOLLÜ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,41,1
ST00355,MENÜ 2 ŞARAPLI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,45,1
ST00356,MENÜ 3 ŞARAPLI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,45,1
ST00357,CAFFEE BREAK,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",MİCROFİBER BEZ,38.4,46,1
ST00358,TABAK KAHVALTI MENÜ 1,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,44,1
ST00369,ISPANAK GRATEN,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",FINEFOOD ISPANAK 10 KG,67.5,66,1
ST00370,EZOGELİN ÇORBASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,44,1
ST00371,EKŞİLİ MİSKET KÖFTE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,45,1
ST00372,MEYHANE PİLAVI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,47,1
ST00373,DOMATESLİ MAKARNA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,58,1
ST00374,MERCİMEK ÇORBASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",GÖZE KIRMIZI MERCIMEK YERLI,96.0,66,1
ST00375,GÜNÜN MENÜSÜ SALATASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,43,1
ST00376,ETLİ KEREVİZ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",YEŞİL BİBER,120.0,43,1
3500376,KAVURMA MAKARNA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,63,1
ST00377,IZGARA KÖFTE GÜN. MEN.,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,47,1
ST0378,BULGUR PİLAVI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KALIN BULGUR,29.8,72,1
ST00379,ETLİ NOHUT,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",İRİ NOHUT MEKSIKA 10 MM,94.0,66,1
ST00380,ETLİ BEZELYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,52,1
ST00381,TRİLİÇE,ÇINARLI MENÜ,ADET,"120,00","0,00","0,00",PRİL,213.0,54,1
ST00382,HAŞHAŞLI REVANİ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,46,1
ST00361,TABAK KAHVALTI MENÜ 2,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,43,1
ST00362,TABAK KAHVALTI MENÜ 3,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,40,1
ST00364,PORTAKALLI KURABİYE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,53,1
ST00388,YAYLA ÇORBASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KAPYA BİBER,130.0,50,1
ST00390,FIRINDA BAGET ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,44,1
ST00391,ERİŞTE MAKARNA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",FILIZ FIYONK 5 KG MAKARNA,48.0,66,1
ST00392,İZMİR KÖFTE,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,56,1
ST00393,MİNİ COOKİE İKRAM,ÇINARLI MENÜ,KİLOGRAM-ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,46,1
ST00394,TAVUK SALATA,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,45,1
ST00395,LAVASH LAVAŞ EKMEĞİ,ÇINARLI MENÜ,ADET,"0,00","155,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,48,1
ST00229,DOMATES ÇORBASI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,81,1
ST00224,ETLİ TÜRLÜ,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,40,1
ST00225,ARPA ŞEHRİYE PİLAVI,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,45,1
ST00226,CACIK,ÇINARLI MENÜ,ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,44,1
ST00039,GÜNÜN ÇORBASI,ÇINARLI MENÜ,Adet,"0,00","100,00","0,00",OVA UN 25 KG.,719.0,40,1
ST00040,PATATES KIZARTMASI,ÇINARLI MENÜ,Adet,"0,00","100,00","0,00",PATATES,35.0,100,0
ST00041,MEVSİM SALATA,ÇINARLI MENÜ,Adet,"0,00","130,00","0,00",MANTAR,170.0,42,1
ST00042,TAVUK IZGARA SALATA,ÇINARLI MENÜ,Adet,"0,00","230,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,44,1
ST00043,HAMBURGER,ÇINARLI MENÜ,Adet,"0,00","200,00","0,00",AYSBERK,90.0,50,1
ST00044,KREMALI MANTARLI PENNE,ÇINARLI MENÜ,Adet,"0,00","200,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,46,1
ST00045,PENNE NAPOLİTAN,ÇINARLI MENÜ,Adet,"0,00","150,00","0,00",N73(BÜYÜK) PENNE BARILLA 2 KG,144.0,50,1
ST00046,TAVUKLU MANTARLI PENNE,ÇINARLI MENÜ,ADET,"0,00","240,00","0,00",N73(BÜYÜK) PENNE BARILLA 2 KG,144.0,48,1
ST00047,TAVUK IZGARA,ÇINARLI MENÜ,ADET,"0,00","270,00","0,00",BİBER TATLI,160.0,43,1
ST00048,KÖRİ SOSLU TAVUK ,ÇINARLI MENÜ,Adet,"0,00","270,00","0,00",SIVI SABUN APARATI,139.0,41,1
ST00049,KÖFTE DÜRÜM,ÇINARLI MENÜ,Adet,"0,00","290,00","0,00",ÇERİ DOMATES,100.0,43,1
ST00050,MANTAR SOSLU TAVUK,ÇINARLI MENÜ,Adet,"0,00","270,00","0,00",MANTAR,170.0,100,0
ST00051,KARIŞIK PİZZA,ÇINARLI MENÜ,Adet,"0,00","280,00","0,00",KARIŞTIRICI,56.0,58,1
ST00052,PİZZA MARGARİTA,ÇINARLI MENÜ,Adet,"0,00","220,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,43,1
ST00053,IZGARA KÖFTE,ÇINARLI MENÜ,Adet,"0,00","290,00","0,00",MIKROFIBER BEZ,26.0,46,1
ST00054,TON BALIKLI SALATA,ÇINARLI MENÜ,Adet,"0,00","180,00","0,00",TUVALET KAĞIDI 72 Lİ,524.0,42,1
ST00055,GÜNÜN MENÜSÜ ,ÇINARLI MENÜ,Adet,"0,00","260,00","0,00",19 LT DAMACAN SU,118.81,35,1
ST00056,PİZZA MENÜ,ÇINARLI MENÜ,ADET,"0,00","310,00","0,00",PINAR MAYONEZ 700 GR,66.0,40,1
ST00058,PERSONEL HAFTALIK YEMEK,ÇINARLI MENÜ,Adet,"0,00","750,00","0,00",KIL BİBER ACI,230.0,38,1
ST00059,TEK YEMEK,ÇINARLI MENÜ,Adet,"0,00","180,00","0,00",Kıyma,740.0,42,1
ST00060,TEK YAN ÜRÜN,ÇINARLI MENÜ,Adet,"0,00","80,00","0,00",KAPYA BİBER,130.0,43,1
ST00061,ÇAY,ÇINARLI MENÜ,ADET,"15,00","15,00","0,00",AYSBERK,90.0,40,1
ST00062,NESCAFE ÇEŞİTLERİ,ÇINARLI MENÜ,ADET,"40,00","70,00","40,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,58,1
ST00063,SU,ÇINARLI MENÜ,ADET,"15,00","15,00","15,00",19 LT DAMACAN SU,118.81,100,0
ST00064,KUTU İÇECEK,ÇINARLI MENÜ,ADET,"60,00","70,00","75,00",CCZ SUGAR KUTU 330ML PXE DYS,643.63,53,1
ST00065,AYRAN,ÇINARLI MENÜ,ADET,"30,00","30,00","45,00",AYRAN 300 ML. EDT,13.1,100,0
ST00066,DUBLE TÜRK KAHVESİ,ÇINARLI MENÜ,ADET,"60,00","120,00","0,00",HISAR TÜRK KAH. FOLYO 18X500G,280.88,43,1
ST00067,SODA ÇEŞİTLERİ,ÇINARLI MENÜ,Adet,"0,00","30,00","0,00",ÇERİ DOMATES,100.0,53,1
ST00068,TÜRK KAHVESİ,ÇINARLI MENÜ,Adet,"30,00","60,00","20,00",HISAR TÜRK KAH. FOLYO 18X500G,280.88,50,1
ST00069,GAZOZ,ÇINARLI MENÜ,Adet,"0,00","60,00","0,00",7 OZ BARDAK,0.55,37,1
ST00070,DUBLE ÇAY,ÇINARLI MENÜ,Adet,"0,00","30,00","0,00",AYSBERK,90.0,50,1
ST00071,KARIŞIK TOST,ÇINARLI MENÜ,Adet,"0,00","130,00","0,00",KARIŞTIRICI,56.0,52,1
ST00072,PEYNİRLİ TOST,ÇINARLI MENÜ,Adet,"0,00","90,00","0,00","TOST PEYNİRİ DİLİMLİ 1,5 KG (K6)",439.09,55,1
ST00073,KAHVALTI,ÇINARLI MENÜ,Adet,"80,00","350,00","0,00",MAHLEP,990.0,42,1
ST00074,SUCUKLU KAŞARLI TOST,ÇINARLI MENÜ,Adet,"0,00","120,00","0,00",SIVI SABUN APARATI,139.0,47,1
ST00075,TABAK KURU PASTA,ÇINARLI MENÜ,Adet,"0,00","70,00","0,00",PATATES,35.0,43,1
ST00076,GÜNÜN TATLISI,ÇINARLI MENÜ,Adet,"0,00","100,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,70,1
ST00077,KURU PASTA 1 KG,ÇINARLI MENÜ,Adet,"0,00","350,00","0,00",TOZ ŞEKER 50  KG,1975.0,38,1
ST00078,YOĞURT,ÇINARLI MENÜ,Adet,"0,00","40,00","0,00",KALIN BULGUR,29.8,33,1
ST00079,PERSONEL KURU PASTA KG,ÇINARLI MENÜ,Adet,"0,00","250,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,50,1
ST00080,"KURU PASTA 0,5 KG",ÇINARLI MENÜ,Adet,"0,00","150,00","0,00",TOZ ŞEKER 50  KG,1975.0,41,1
ST00081,TOP KEK,ÇINARLI MENÜ,Adet,"0,00","20,00","0,00",BSZ TOP. FINDIKLI  24X35,9.5,60,1
ST00082,CORNETTO ÇİLEK,ÇINARLI MENÜ,Adet,"40,00","40,00","0,00",BİBER TATLI,160.0,40,1
ST00083,CORNETTO ÇİKOLATA,ÇINARLI MENÜ,Adet,"40,00","40,00","0,00",LİMON LAMAS,110.0,42,1
ST00084,CORNETTO KAYMAK,ÇINARLI MENÜ,Adet,"40,00","40,00","0,00",KAPYA BİBER,130.0,46,1
ST00085,DİSK VANİLYA KARAMEL,ÇINARLI MENÜ,ADET,"55,00","55,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,47,1
ST00086,DİSK ANTEP FISTIK ÇİKOLATA,ÇINARLI MENÜ,Adet,"55,00","55,00","0,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,46,1
ST00087,DİSC OREO,ÇINARLI MENÜ,Adet,"55,00","55,00","0,00",ÇERİ DOMATES,100.0,38,1
ST00088,CORNETTO DİSC MİLKA,ÇINARLI MENÜ,ADET,"55,00","55,00","0,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,40,1
ST00089,CORNETTO MARAŞ ÜSÜLÜ,ÇINARLI MENÜ,Adet,"50,00","50,00","0,00",KARTON KUMPİR 100'LÜ,4.29,45,1
ST00090,CLASSİC KAKAO,ÇINARLI MENÜ,Adet,"20,00","20,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,70,1
ST00091,CLASSSİC VANİLYA,ÇINARLI MENÜ,Adet,"20,00","20,00","0,00",VİLEDA PASPAS UCU HAVLU MOP,27.5,46,1
ST00092,BOOM BOOM,ÇINARLI MENÜ,Adet,"35,00","35,00","0,00",DOMATES BEEF,80.0,37,1
ST00093,MARAŞ CUP,ÇINARLI MENÜ,Adet,"30,00","30,00","0,00",PATATES,35.0,50,1
ST00094,NOGGER,ÇINARLI MENÜ,Adet,"50,00","50,00","0,00",ASPER,80.0,36,1
ST00095,FRİGOLA,ÇINARLI MENÜ,Adet,"30,00","30,00","0,00",PRİL,213.0,54,1
ST00096,MAGNUM BEYAZ,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",DOMATES BEEF,80.0,41,1
ST00097,MAGNUM BADEM,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",LİMON LAMAS,110.0,43,1
ST00098,MAGNUM CLASSİC,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,66,1
ST00099,MAGNUM DBL CHILL,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",ÇERİ DOMATES,100.0,42,1
ST00100,MAGNUM DBL EUPHORİA,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",KALIN BULGUR,29.8,45,1
ST00101,MAGNUM DBL KARADUT,ÇINARLI MENÜ,ADET,"65,00","65,00","0,00",AYRAN 300 ML. EDT,13.1,47,1
ST00102,MAGNUM DBL CHOCOLATE,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",COCA-COLA KUTU330ML 1X24 SAC25,635.14,40,1
ST00103,MAGNUM COOCKİE,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",Kıyma,740.0,42,1
ST00104,MAX TWİSTER FOREST,ÇINARLI MENÜ,Adet,"15,00","15,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,41,1
ST00105,MAX TWİSTER OCEAN,ÇINARLI MENÜ,Adet,"15,00","15,00","0,00",19 LT DAMACAN SU,118.81,48,1
ST00015,KALBURABASTI,ÇINARLI MENÜ,PORSİYON,"90,00","0,00","0,00",KARIŞTIRICI,56.0,52,1
ST00001,TOP DONDURMA,DONDURMA,Adet,"45,00","0,00","0,00",ÇERİ DOMATES,100.0,41,1
ST00222,CARTE DOR PANTHEON OREO 5.5 LT,DONDURMA,ADET,"0,00","0,00","0,00",DERECIK SIRKE 2 LT *9AD,41.0,28,1
ST00227,KURU NANE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,47,1
ST00228,HAZIR DOMATES SOS,Hammadde,LİTRE,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,73,1
ST00211,MAGİC SEASONİNG CAJUN BAHARATI 567 GR,Hammadde,ADET,"0,00","0,00","0,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,45,1
ST00212,KÖRİ TOZU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,50,1
ST00206,PINAR SOSİS SERVİS 460 GR.,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,42,1
ST00207,TAVUK JÜLYEN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KNORR BULYON 5 KG DANA,1840.0,41,1
ST00208,"FEAST TORPAT PATATES10*10 2,5 KG*6",Hammadde,KOLİ,"0,00","0,00","0,00","SF PATATES KLASİK (9x9) 2,5 KG X 5",95.3,50,1
ST00209,BARDACIK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",7 OZ BARDAK,0.55,63,1
ST00202,SUPERFRESH 9*9 PATATES (KLASİK),Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
ST00166,ÇITIR TAVUK BONFİLE PARÇALARI,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,40,1
ST00197,FO ŞURUP NARLI 700 ML,Hammadde,ADET,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,37,1
ST00198,DAMACANA SU 1 LT,Hammadde,LİTRE,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,78,1
st0000468,DONUK TAZE FASÜLYE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,43,1
st0000473,İNCE BULGUR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,78,1
ST00157,TEST,Hammadde,ADET,"0,00","0,00","0,00",PATATES,35.0,54,1
ST00182,KÜP KESİM SALATALIK TURŞUSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,41,1
ST00183,SANDWİÇ SOSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,37,1
ST00184,LOR PEYNİRİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,77,1
ST00185,SALATA SOSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON LAMAS,110.0,45,1
ST00186, DANA SOSİS,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KNORR BULYON 5 KG DANA,1840.0,57,1
st0000380,TAVUK PİRZOLA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,41,1
st0000381,TAVUK BONFİLE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,50,1
st0000382,YUMURTA 30 LU,Hammadde,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,33,1
st0000383,TAVUK BAGET,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,45,1
st0000384,BÜTÜN PİLİÇ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,52,1
st0000385,TAVUK BUT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HAVUÇ,50.0,42,1
st0000429,ROLL EKMEĞİ SADE 40 GR,Hammadde,ADET,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,87,1
