Stok Kodu,Stok Adı,Grubu,Birimi,MUTLULUK KAHVELERİ,ÇINARLI,AYAKÜSTÜ,MatchedIngredientName,MatchedPrice,SimScore,NeedsReview
st0000024,PLSTK KVA ÇİÇEK KARIŞIK SEBZE TURŞU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",5000 GR SÜZME ÇİÇEK BALI KOVA HASKAYMAK,960.0,48,1
st0000025,KALIN BULGUR ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,100,0
st0000027,N73(BÜYÜK) PENNE BARİLLA 2 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",N73(BÜYÜK) PENNE BARILLA 2 KG,144.0,100,0
st0000028,DONUK MISIR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,62,1
st0000029,FINEFOOD ISPANAK 10 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",FINEFOOD ISPANAK 10 KG,67.5,100,0
st0000030,RENDE MOZARELLA PEYNİR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,63,1
ST00365,TATLILAR İÇİN  KREMA 1 LT,Hammadde,LİTRE,"0,00","0,00","0,00",BIOGURME / FLENE %20 YAĞLI KREMA 1LT,96.0,52,1
ST00366,NAR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,100,0
ST00363,KAYMAK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",Kıyma,740.0,72,1
ST00299,ETİ BURÇAK,Hammadde,ADET,"0,00","0,00","0,00",BİBER TATLI,160.0,47,1
ST00300,CİCİ BEBE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MİCROFİBER BEZ,38.4,52,1
ST00383,HAŞHAŞ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,46,1
ST00359,TULUM PEYNİRİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,70,1
ST00360,YEŞİL KIRMA ZEYTİN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",YEŞİL BİBER,120.0,62,1
ST00351,TATLI LOR PEYNİRİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,71,1
ST00352,KURU KAYISI,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KARIŞTIRICI,56.0,54,1
ST00353,KURU İNCİR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,43,1
ST00349,İSOT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON,120.0,44,1
ST00335,KOKTEYL ZEYTİN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MİNİ--CEM SİYAH ZEYTİN  PİKNİK VAKUM 20GR 96 LI,445.0,60,1
ST00336,KÜP MOZERELLA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,81,1
ST00337,MİNİ TARTOLET,Hammadde,ADET,"0,00","0,00","0,00",MANTAR,170.0,52,1
ST00295,LABNE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",AYSBERK,90.0,50,1
ST00296,KEDİ DİLİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,47,1
ST00297,BEYAZ ÇİKOLATA KUVERTÜR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,48,1
ST00303,PİZZA TABANI,Hammadde,ADET,"0,00","0,00","0,00",PATLICAN,100.0,50,1
ST00304,ROKA,Hammadde,ADET,"0,00","0,00","0,00",Kıyma,740.0,44,1
ST00305,DOMATES SOS,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,77,1
ST00307,TAVUK IZGARA ÇİĞ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,48,1
ST00308,SUCUK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,100,0
ST00309,SALAM,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,46,1
ST00247,BAL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BAL 120X20 G,5.59,100,0
ST0233,SMARTCHOİCE 10*10 FRİES PATATES,Hammadde,KOLİ,"0,00","0,00","0,00",PATATES,35.0,100,0
ST00289,KURU MAYA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KAPYA BİBER,130.0,50,1
ST00290,ELMALI KURABİYE HARCI,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,43,1
ST00291,ÇİKOLATA SOS ,Hammadde,ADET,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,50,1
ST00292,PROFİTEROL HAMURU,Hammadde,ADET,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,45,1
ST00293,PASTACI KREMASI,Hammadde,ADET,"0,00","0,00","0,00",KARIŞTIRICI,56.0,53,1
ST00283,PİLİÇ NUGGET,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PIŞIRME KAĞIDI--YAĞLI KAĞIT,198.0,42,1
ST00252,SUSAM,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,33,1
ST00258,SAKIZ,Hammadde,GRAM,"0,00","0,00","0,00",Kıyma,740.0,40,1
ST00407,SANDVİÇ EKMEĞİ 100 GR*10,Hammadde,PAKET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,58,1
ST00408,BEYAZ DROP DAMLA ÇİKOLATA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DAMLA PET500 KOYCEGIZ YD20 DYS,90.79,47,1
ST00410,PASTIRMA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,62,1
ST00411,TAVUK BUT KEMİKSİZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BERRAK KÖZLENMİŞ PATLICAN  3 KG,309.0,41,1
ST00414,SÜTLÜ DROP ÇİKOLATA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,41,1
ST00401,YUFKA,Hammadde,ADET,"0,00","0,00","0,00",Kıyma,740.0,40,1
ST00387,İRMİK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PRİL,213.0,44,1
ST00404,TAZE SOĞAN,Hammadde,ADET,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,66,1
ST00405,PANCAR,Hammadde,ADET,"0,00","0,00","0,00",MANTAR,170.0,66,1
ST00413,NESCAFE CLASSİC,İçecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,100,0
ST328,MEYVE SUYU 1 LT,İçecek,LİTRE,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,43,1
ST00329,MEYVE SUYU 1 LT PORTAKAL,İçecek,LİTRE,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,40,1
ST00330,"COCA COLA 2,5 LT",İçecek,ADET,"0,00","0,00","0,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,57,1
ST00331,"FANTA 2,5 LT",İçecek,ADET,"0,00","0,00","0,00",AYRAN 200 MLT,184.0,41,1
ST00332,"SPRİTE 2,5 LT ",İçecek,ADET,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,57,1
ST00342,YENİ RAKI 1 LT,İçecek,LİTRE,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,45,1
3500343,İSTANBLUE VODKA 1 LT,İçecek,LİTRE,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,42,1
ST00344,KIRMIZI ŞARAP,İçecek,LİTRE,"0,00","0,00","0,00",GÖZE KIRMIZI MERCIMEK YERLI,96.0,70,1
ST00345,BEYAZ ŞARAP,İçecek,LİTRE,"0,00","0,00","0,00",KAPYA BİBER,130.0,45,1
ST00118,LATTE,İçecek,ADET,"75,00","0,00","75,00",PATATES,35.0,66,1
st0000161,BARDAK SU,İçecek,ADET,"0,00","0,00","0,00",7 OZ BARDAK,0.55,80,1
st0000141,AYRAN 300ML BÜYÜK BOY,İçecek,ADET,"0,00","0,00","45,00",AYRAN 300 ML. EDT,13.1,59,1
st0000105,PINAR SÜT 200 ML,İçecek,ADET,"0,00","0,00","0,00",AYRAN 300 ML. EDT,13.1,47,1
st0000106,LIPTON IHLAMUR ÇAY 12 AD,İçecek,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,45,1
st0000107,LIPTON NANE-LİMON ÇAY 12 AD,İçecek,ADET,"0,00","0,00","0,00",LİMON,120.0,100,0
st0000101,DİMES MEYVE SUYU 200ML,İçecek,ADET,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,31,1
ST00032,AYRAN,İçecek,ADET,"30,00","30,00","45,00",AYRAN 300 ML. EDT,13.1,100,0
st0000003,GAZOZ,İçecek,ADET,"60,00","40,00","0,00",7 OZ BARDAK,0.55,37,1
ST00025,*CAPPUCCİNO,İçecek,ADET,"75,00","0,00","50,00",HAVUÇ,50.0,37,1
st0000277,NESCAFE GOLD 10 100X2G,İçecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,33,1
st0000278,"NESCAFE 3İN1 72X17,5",İçecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,51,1
st0000279,NESCAFE 2IN1 12 56X10G,İçecek,ADET,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,33,1
st0000344,COCA-COLA KUTU,İçecek,ADET,"60,00","0,00","75,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,100,0
st0000345,COCA COLA ZERO,İçecek,ADET,"60,00","0,00","75,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,78,1
st0000346,FUTEA MAN-ANNS KUTU 330ML,İçecek,ADET,"40,00","50,00","50,00",FT LIMON KUTU 330ML RMX2 DYS,321.82,67,1
st0000347,FUTEA LIMON KUTU 330ML,İçecek,ADET,"40,00","50,00","50,00",LİMON,120.0,100,0
st0000348,FUTEA SEFT.KT 330ML 1X12 ,İçecek,ADET,"40,00","50,00","50,00",FT SEFT.KT330ML 1X12 REMIX2 DYS,321.82,61,1
st0000349,CAPPY 200 ML TETRAPAK,İçecek,ADET,"0,00","0,00","0,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,45,1
st0000351,DAMLA SU PET 500 ML,İçecek,ADET,"10,00","15,00","10,00",19 LT DAMACAN SU,118.81,47,1
st0000353,CAPPY PORTAKAL ,İçecek,ADET,"60,00","0,00","75,00",CAPPY KRSIK SLEEK KUTU330ML VIS,321.82,52,1
st0000354,FAN POR. KUTU 330 ML C+,İçecek,ADET,"40,00","50,00","50,00",FT LIMON KUTU 330ML RMX2 DYS,321.82,61,1
st0000355,FUTEA KARPUZ KUTU 330ML ,İçecek,ADET,"40,00","50,00","50,00",FT KARPUZ KUTU 330ML REMIX DYS,321.82,85,1
st0000356,CAPPY LİMONATA,İçecek,ADET,"60,00","0,00","75,00",LİMON LAMAS,110.0,56,1
st0000357,FUTEA KAVUN ÇİLEK KUTU 330ML,İçecek,KOLİ,"40,00","50,00","50,00",FT KARPUZ KUTU 330ML REMIX DYS,321.82,62,1
st0000358,CAPPY KRSIK SLEEK KUTU 330ML 12'Lİ,İçecek,ADET,"60,00","0,00","75,00",CAPPY KRSIK SLEEK KUTU330ML VIS,321.82,76,1
st0000359,*CAPPY ŞEFTALİ,İçecek,ADET,"60,00","0,00","75,00",PATLICAN,100.0,45,1
st0000360,CAPPY VISNELI,İçecek,ADET,"60,00","0,00","75,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,100,0
st0000441,"SÜT %2,5 YAĞLI 200 ML ",İçecek,LİTRE,"0,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,51,1
st0000436,AYRAN 200 ML,İçecek,ADET,"30,00","30,00","45,00",AYRAN 200 MLT,184.0,96,0
ST00174,DS NESCAFE 2İN1,İçecek,ADET,"20,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,63,1
ST00175,DS NESCAFE 3İN1,İçecek,ADET,"20,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,63,1
ST00158,XOX ENERJİ İÇECEĞİ,İçecek,ADET,"0,00","55,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,41,1
ST00171,DS COLA,İçecek,ADET,"40,00","0,00","0,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,72,1
ST00172,DS CAPPY ŞEFTALİ,İçecek,ADET,"60,00","70,00","75,00",CAPPY VISNELI TET-200 LEAF VIS,220.91,52,1
ST00199,AYRAN 175 ML,İçecek,ADET,"0,00","0,00","0,00",AYRAN 300 ML. EDT,13.1,65,1
ST00193,FUAR COCA COLA,İçecek,ADET,"65,00","0,00","0,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,78,1
ST00194,FUAR COCA COLA ZERO,İçecek,ADET,"65,00","0,00","0,00",COCA-COLA KUTU 330ML1X24 FIFA26,643.63,64,1
ST00195,FUAR AYRAN,İçecek,ADET,"35,00","0,00","0,00",AYRAN 300 ML. EDT,13.1,66,1
ST00196,FUAR SU,İçecek,ADET,"15,00","0,00","0,00",19 LT DAMACAN SU,118.81,44,1
st0000352,CAPPY PALPY PORTAKAL PET 330ML,MUTLULUK KAHVESİ İÇECEK,ADET,"60,00","0,00","75,00",CAPPY KRSIK SLEEK KUTU330ML VIS,321.82,49,1
